,Ticker,Entry,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Mar-20,TTM,,,
,,Cash from Operating Activity +,1263.00,3168.00,3071.00,2655.00,4059.00,4995.00,6449.00,8482.00,10282.00,11788.00,6601.00,3496.00,,,,
,,Cash from Investing Activity +,853.00,-5068.00,-10.00,-3181.00,-3119.00,-4997.00,-4491.00,-7230.00,-9173.00,-8302.00,-3540.00,-557.00,,,,
,,Cash from Financing Activity +,-519.00,76.00,-691.00,610.00,-979.00,-74.00,-2004.00,-1237.00,-1129.00,-3436.00,-2948.00,-3104.00,,,,
,,Net Cash Flow,1597.00,-1824.00,2369.00,84.00,-39.00,-76.00,-45.00,16.00,-20.00,50.00,113.00,-165.00,,,,
,,,,,,,,,,,,,,,,,,
34,NTPC,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,42713.00,48312.00,56860.00,65231.00,71518.00,78330.00,79957.00,73396.00,82042.00,88083.00,100287.00,109464.00,110665.00,,,
,,Expenses +,32170.00,35275.00,42424.00,49948.00,53432.00,58647.00,62632.00,54847.00,60480.00,65709.00,77588.00,77878.00,76706.00,,,
,,Operating Profit,10543.00,13037.00,14436.00,15282.00,18086.00,19682.00,17324.00,18550.00,21562.00,22375.00,22699.00,31586.00,33959.00,,,
,,OPM %,0.25,0.27,0.25,0.23,0.25,0.25,0.22,0.25,0.26,0.25,0.23,0.29,0.31,,,
,,Other Income,3376.00,2985.00,2412.00,3101.00,4839.00,2836.00,2365.00,1206.00,1627.00,5686.00,2830.00,8209.00,6840.00,,,
,,Interest,2117.00,2078.00,1735.00,2139.00,2491.00,3263.00,3669.00,3366.00,3753.00,4447.00,5605.00,8189.00,9041.00,,,
,,Depreciation,2495.00,2894.00,2720.00,3107.00,3823.00,4770.00,5565.00,5771.00,6010.00,7460.00,8669.00,10356.00,11347.00,,,
,,Profit before tax,9307.00,11049.00,12392.00,13137.00,16611.00,14486.00,10456.00,10618.00,13426.00,16154.00,11255.00,21250.00,20412.00,,,
,,Tax %,0.13,0.20,0.25,0.25,0.24,0.21,0.04,-0.02,0.20,0.35,-0.25,0.44,,,,
,,Net Profit,8092.00,8838.00,9348.00,9813.00,12591.00,11404.00,9986.00,10801.00,10720.00,10544.00,13737.00,11600.00,11101.00,,,
,,EPS in Rs,8.18,8.93,9.45,9.92,12.72,11.53,10.09,10.92,10.83,10.66,13.88,11.72,11.22,,,
,,Dividend Payout %,0.37,0.35,0.34,0.34,0.38,0.42,0.21,0.26,0.37,0.40,0.44,0.27,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,8246.00,8245.00,8245.00,8245.00,8245.00,8245.00,8245.00,8245.00,8245.00,8245.00,9895.00,9895.00,9895.00,,,
,,Reserves,49162.00,54382.00,60198.00,66157.00,72995.00,79084.00,73849.00,83330.00,89593.00,95318.00,101462.00,108945.00,112563.00,,,
,,Borrowings,38823.00,44149.00,50754.00,59804.00,70419.00,81455.00,102252.00,99424.00,113773.00,130049.00,173058.00,200630.00,197199.00,,,
,,Other Liabilities +,14847.00,15139.00,17414.00,21049.00,27116.00,31334.00,35366.00,33666.00,36990.00,48880.00,62509.00,58202.00,77297.00,,,
,,Total Liabilities,111077.00,121916.00,136612.00,155255.00,178776.00,200118.00,219712.00,224665.00,248601.00,282492.00,346923.00,377671.00,396953.00,,,
,,Fixed Assets +,34966.00,38805.00,44864.00,51131.00,71833.00,84208.00,91853.00,92929.00,104532.00,128245.00,150985.00,187803.00,193597.00,,,
,,CWIP,30929.00,37682.00,41092.00,50398.00,46555.00,53825.00,67555.00,75046.00,86896.00,83386.00,118397.00,98508.00,95363.00,,,
,,Investments,11696.00,11778.00,8357.00,6545.00,4923.00,3300.00,1902.00,6473.00,7614.00,8876.00,8132.00,9307.00,9649.00,,,
,,Other Assets +,33486.00,33651.00,42299.00,47180.00,55465.00,58785.00,58403.00,50217.00,49560.00,61985.00,69409.00,82053.00,98344.00,,,
,,Total Assets,111077.00,121916.00,136612.00,155255.00,178776.00,200118.00,219712.00,224665.00,248601.00,282492.00,346923.00,377671.00,396953.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,10242.00,11949.00,12068.00,11397.00,16508.00,16531.00,14889.00,24125.00,20167.00,19670.00,18686.00,24583.00,,,,
,,Cash from Investing Activity +,-8389.00,-13033.00,-9372.00,-9583.00,-16845.00,-15509.00,-15977.00,-19162.00,-24480.00,-20678.00,-24063.00,-30322.00,,,,
,,Cash from Financing Activity +,37.00,-114.00,-889.00,-1583.00,988.00,-2709.00,-1474.00,-3899.00,3138.00,1028.00,4927.00,6004.00,,,,
,,Net Cash Flow,1890.00,-1197.00,1807.00,231.00,651.00,-1687.00,-2563.00,1064.00,-1176.00,19.00,-451.00,266.00,,,,
,,,,,,,,,,,,,,,,,,
35,NESTLEIND,,,,,,,,,,,,,,,,,
,pnl,,39783.00,40148.00,40513.00,40878.00,41244.00,41609.00,41974.00,42339.00,42705.00,43070.00,43435.00,43800.00,TTM,,,
,,Sales +,4328.00,5129.00,6255.00,7515.00,8335.00,9101.00,9855.00,8175.00,9141.00,10010.00,11292.00,12369.00,13067.00,,,
,,Expenses +,3492.00,4134.00,5016.00,5990.00,6509.00,7153.00,7823.00,6620.00,7313.00,7913.00,8675.00,9505.00,9948.00,,,
,,Operating Profit,836.00,995.00,1239.00,1525.00,1825.00,1948.00,2032.00,1555.00,1829.00,2097.00,2618.00,2864.00,3119.00,,,
,,OPM %,0.19,0.19,0.20,0.20,0.22,0.21,0.21,0.19,0.20,0.21,0.23,0.23,0.24,,,
,,Other Income,31.00,35.00,35.00,21.00,31.00,97.00,94.00,-391.00,161.00,177.00,259.00,247.00,160.00,,,
,,Interest,2.00,1.00,1.00,5.00,27.00,37.00,14.00,3.00,91.00,92.00,112.00,120.00,153.00,,,
,,Depreciation,92.00,111.00,128.00,153.00,277.00,330.00,338.00,347.00,354.00,342.00,336.00,316.00,368.00,,,
,,Profit before tax,773.00,917.00,1145.00,1388.00,1553.00,1678.00,1774.00,814.00,1545.00,1839.00,2429.00,2675.00,2757.00,,,
,,Tax %,0.31,0.29,0.29,0.31,0.31,0.33,0.33,0.31,0.35,0.33,0.34,0.26,,,,
,,Net Profit,534.00,655.00,819.00,962.00,1068.00,1117.00,1185.00,563.00,1001.00,1225.00,1607.00,1970.00,2072.00,,,
,,EPS in Rs,55.39,67.93,84.91,99.73,110.76,115.87,122.87,58.42,103.86,127.07,166.67,204.28,214.88,,,
,,Dividend Payout %,0.77,0.71,0.57,0.49,0.44,0.42,0.51,0.83,0.61,0.68,0.69,1.67,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39783.00,40148.00,40513.00,40878.00,41244.00,41609.00,41974.00,42339.00,42705.00,43070.00,43435.00,43800.00,43983.00,,,
,,Share Capital +,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,96.00,,,
,,Reserves,377.00,485.00,759.00,1178.00,1702.00,2272.00,2741.00,2721.00,3186.00,3324.00,3577.00,1836.00,2182.00,,,
,,Borrowings,0.00,0.00,0.00,971.00,1050.00,1189.00,20.00,18.00,33.00,35.00,35.00,53.00,190.00,,,
,,Other Liabilities +,1222.00,1454.00,1703.00,2157.00,2315.00,2756.00,2963.00,3251.00,3495.00,3907.00,4379.00,5073.00,5642.00,,,
,,Total Liabilities,1695.00,2036.00,2558.00,4402.00,5164.00,6314.00,5820.00,6086.00,6810.00,7363.00,8088.00,7058.00,8111.00,,,
,,Fixed Assets +,753.00,896.00,1013.00,1576.00,3204.00,3369.00,3177.00,2898.00,2730.00,2616.00,2401.00,2227.00,2241.00,,,
,,CWIP,109.00,80.00,349.00,1372.00,344.00,295.00,245.00,231.00,188.00,94.00,105.00,143.00,227.00,,,
,,Investments,35.00,203.00,151.00,134.00,365.00,851.00,812.00,1325.00,1756.00,1979.00,2658.00,1751.00,1623.00,,,
,,Other Assets +,798.00,857.00,1046.00,1320.00,1251.00,1799.00,1586.00,1633.00,2136.00,2673.00,2924.00,2937.00,4020.00,,,
,,Total Assets,1695.00,2036.00,2558.00,4402.00,5164.00,6314.00,5820.00,6086.00,6810.00,7363.00,8088.00,7058.00,8111.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39783.00,40148.00,40513.00,40878.00,41244.00,41609.00,41974.00,42339.00,42705.00,43070.00,43435.00,43800.00,,,,
,,Cash from Operating Activity +,722.00,928.00,1037.00,1158.00,1693.00,1796.00,1644.00,1098.00,1466.00,1818.00,2052.00,2234.00,,,,
,,Cash from Investing Activity +,-252.00,-255.00,-446.00,-1528.00,-941.00,-441.00,-432.00,-70.00,-126.00,-131.00,-52.00,83.00,,,,
,,Cash from Financing Activity +,-374.00,-542.00,-544.00,323.00,-513.00,-580.00,-1635.00,-498.00,-666.00,-997.00,-1317.00,-3540.00,,,,
,,Net Cash Flow,96.00,130.00,47.00,-47.00,239.00,775.00,-423.00,529.00,674.00,691.00,683.00,-1223.00,,,,
,,,,,,,,,,,,,,,,,,
36,ONGC,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,97795.00,95663.00,113844.00,140147.00,161984.00,174121.00,160923.00,124036.00,282506.00,322706.00,421624.00,396753.00,360048.00,,,
,,Expenses +,69361.00,67940.00,79928.00,91656.00,118492.00,124749.00,118610.00,85008.00,229702.00,265817.00,346826.00,344627.00,318607.00,,,
,,Operating Profit,28433.00,27723.00,33916.00,48491.00,43492.00,49372.00,42312.00,39028.00,52804.00,56889.00,74797.00,52125.00,41441.00,,,
,,OPM %,0.29,0.29,0.30,0.35,0.27,0.28,0.26,0.31,0.19,0.18,0.18,0.13,0.12,,,
,,Other Income,5138.00,5271.00,3718.00,7934.00,5497.00,6928.00,5955.00,1174.00,12724.00,10429.00,9589.00,577.00,-525.00,,,
,,Interest,239.00,502.00,438.00,435.00,484.00,624.00,2864.00,3766.00,3591.00,4999.00,5837.00,7000.00,6272.00,,,
,,Depreciation,2167.00,2065.00,2883.00,13187.00,11763.00,16262.00,18033.00,16384.00,20219.00,23112.00,23704.00,26635.00,25702.00,,,
,,Profit before tax,31166.00,30427.00,34313.00,42804.00,36742.00,39413.00,27370.00,20052.00,41718.00,39208.00,54846.00,19068.00,8942.00,,,
,,Tax %,0.35,0.35,0.33,0.34,0.35,0.32,0.35,0.35,0.30,0.34,0.38,0.39,,,,
,,Net Profit,19795.00,19404.00,22456.00,28144.00,24220.00,26507.00,18334.00,12875.00,24419.00,22106.00,30546.00,10907.00,3244.00,,,
,,EPS in Rs,15.43,15.12,17.50,21.93,18.87,20.65,14.29,10.03,19.03,17.23,24.28,8.67,2.59,,,
,,Dividend Payout %,0.35,0.36,0.33,0.30,0.34,0.31,0.44,0.56,0.40,0.38,0.29,0.58,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,2139.00,2139.00,4278.00,4278.00,4278.00,4278.00,4278.00,4278.00,6417.00,6417.00,6290.00,6290.00,6290.00,,,
,,Reserves,90085.00,99268.00,111049.00,132161.00,148250.00,167874.00,176177.00,193536.00,187969.00,197602.00,210644.00,200678.00,203704.00,,,
,,Borrowings,23704.00,23726.00,6704.00,15973.00,20686.00,49113.00,53944.00,45500.00,80029.00,106550.00,107742.00,128693.00,103949.00,,,
,,Other Liabilities +,39288.00,42559.00,71495.00,79771.00,80211.00,103711.00,103448.00,98459.00,170111.00,148664.00,167667.00,166585.00,193606.00,,,
,,Total Liabilities,155215.00,167692.00,193527.00,232183.00,253424.00,324976.00,337847.00,341772.00,444525.00,459232.00,492343.00,502246.00,507550.00,,,
,,Fixed Assets +,29899.00,33915.00,35859.00,38542.00,49104.00,64655.00,88928.00,46385.00,81510.00,82970.00,86011.00,103848.00,277506.00,,,
,,CWIP,24758.00,25614.00,34760.00,49698.00,53385.00,72034.00,63393.00,57668.00,59042.00,61512.00,69056.00,83832.00,52692.00,,,
,,Investments,3480.00,5159.00,3100.00,2921.00,2128.00,4746.00,4749.00,33387.00,70746.00,67335.00,66909.00,50640.00,48652.00,,,
,,Other Assets +,97078.00,103004.00,119808.00,141022.00,148807.00,183541.00,180776.00,204332.00,233227.00,247416.00,270367.00,263926.00,128700.00,,,
,,Total Assets,155215.00,167692.00,193527.00,232183.00,253424.00,324976.00,337847.00,341772.00,444525.00,459232.00,492343.00,502246.00,507550.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,28998.00,28783.00,49085.00,46129.00,39874.00,53270.00,33950.00,46292.00,45780.00,56792.00,61458.00,71634.00,,,,
,,Cash from Investing Activity +,-28171.00,-21102.00,-32120.00,-38375.00,-41220.00,-63633.00,-30058.00,-38256.00,-43815.00,-66798.00,-37132.00,-53159.00,,,,
,,Cash from Financing Activity +,-3289.00,-8273.00,-11670.00,102.00,-6927.00,15225.00,-10641.00,-8972.00,-1867.00,9909.00,-23324.00,-17768.00,,,,
,,Net Cash Flow,-2463.00,-592.00,5295.00,7856.00,-8273.00,4862.00,-6749.00,-935.00,99.00,-97.00,1001.00,708.00,,,,
,,,,,,,,,,,,,,,,,,
37,POWERGRID,,,,,,,,,,,,,,,,,
,pnl,,,,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,,,8612.00,10323.00,13081.00,15555.00,17540.00,20652.00,25697.00,29954.00,35059.00,37744.00,38500.00,,,
,,Expenses +,,,1661.00,1898.00,2244.00,2588.00,2620.00,2470.00,3248.00,4003.00,8141.00,5215.00,4975.00,,,
,,Operating Profit,,,6950.00,8425.00,10837.00,12967.00,14920.00,18182.00,22450.00,25950.00,26918.00,32528.00,33525.00,,,
,,OPM %,,,0.81,0.82,0.83,0.83,0.85,0.88,0.87,0.87,0.77,0.86,0.87,,,
,,Other Income,,,817.00,888.00,966.00,725.00,738.00,657.00,933.00,4076.00,1506.00,3178.00,2033.00,,,
,,Interest,,,1666.00,1986.00,2599.00,3254.00,4081.00,5086.00,6204.00,7324.00,8737.00,9509.00,9128.00,,,
,,Depreciation,,,2273.00,2637.00,3428.00,4079.00,5173.00,6182.00,7722.00,9231.00,10541.00,11607.00,11803.00,,,
,,Profit before tax,,,3829.00,4690.00,5776.00,6359.00,6404.00,7572.00,9457.00,13471.00,9147.00,14590.00,14627.00,,,
,,Tax %,,,0.30,0.30,0.25,0.28,0.21,0.21,0.21,0.39,-0.10,0.24,,,,
,,Net Profit,,,2672.00,3303.00,4313.00,4548.00,5046.00,5959.00,7451.00,8204.00,10034.00,11059.00,11128.00,,,
,,EPS in Rs,,,5.77,7.13,9.32,8.69,9.65,11.39,14.24,15.68,19.18,21.14,21.27,,,
,,Dividend Payout %,,,0.30,0.30,0.31,0.30,0.21,0.20,0.31,0.33,0.43,0.47,,,,
,,,,,,,,,,,,,,,,,,
,bs,,,,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,,,4630.00,4630.00,4630.00,5232.00,5232.00,5232.00,5232.00,5232.00,5232.00,5232.00,5232.00,,,
,,Reserves,,,16788.00,18953.00,21773.00,29466.00,33207.00,38738.00,44634.00,49194.00,53857.00,59464.00,62495.00,,,
,,Borrowings,,,41612.00,54355.00,69233.00,84220.00,96243.00,108545.00,118988.00,131503.00,146376.00,148270.00,136372.00,,,
,,Other Liabilities +,,,14632.00,14194.00,17748.00,22562.00,26102.00,26797.00,26809.00,39425.00,41916.00,43706.00,54421.00,,,
,,Total Liabilities,,,77662.00,92133.00,113384.00,141480.00,160784.00,179312.00,195662.00,225354.00,247380.00,256671.00,258520.00,,,
,,Fixed Assets +,,,38040.00,48415.00,62568.00,74252.00,91191.00,115094.00,137678.00,156198.00,172740.00,181112.00,180488.00,,,
,,CWIP,,,24076.00,28886.00,35265.00,50069.00,53681.00,45611.00,38264.00,37669.00,37631.00,35177.00,27502.00,,,
,,Investments,,,952.00,774.00,586.00,423.00,220.00,919.00,1165.00,1224.00,1296.00,1431.00,1513.00,,,
,,Other Assets +,,,14595.00,14058.00,14964.00,16736.00,15693.00,17688.00,18555.00,30264.00,35713.00,38951.00,49017.00,,,
,,Total Assets,,,77662.00,92133.00,113384.00,141480.00,160784.00,179312.00,195662.00,225354.00,247380.00,256671.00,258520.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,,,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,,,4895.00,8582.00,11690.00,15223.00,15800.00,15008.00,21575.00,22710.00,23271.00,31040.00,,,,
,,Cash from Investing Activity +,,,-13344.00,-18495.00,-22084.00,-26639.00,-24185.00,-21576.00,-23836.00,-25701.00,-18727.00,-11042.00,,,,
,,Cash from Financing Activity +,,,7948.00,8218.00,9962.00,13712.00,6399.00,5621.00,3959.00,1285.00,-2431.00,-18806.00,,,,
,,Net Cash Flow,,,-501.00,-1695.00,-432.00,2295.00,-1986.00,-948.00,1698.00,-1707.00,2113.00,1192.00,,,,
,,,,,,,,,,,,,,,,,,
38,RELIANCE,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,151101.00,203174.00,265050.00,357677.00,395957.00,433521.00,374372.00,272583.00,303954.00,390823.00,568337.00,595887.00,489160.00,,,
,,Expenses +,127894.00,172271.00,226427.00,323169.00,362912.00,398722.00,337008.00,230845.00,257647.00,326508.00,484087.00,507413.00,408709.00,,,
,,Operating Profit,23206.00,30902.00,38623.00,34508.00,33045.00,34799.00,37364.00,41738.00,46307.00,64315.00,84250.00,88474.00,80451.00,,,
,,OPM %,0.15,0.15,0.15,0.10,0.08,0.08,0.10,0.15,0.15,0.16,0.15,0.15,0.16,,,
,,Other Income,2130.00,10783.00,1964.00,6194.00,7867.00,9001.00,8613.00,12255.00,9222.00,9869.00,8406.00,9362.00,16929.00,,,
,,Interest,1816.00,2060.00,2411.00,2893.00,3463.00,3836.00,3316.00,3691.00,3849.00,8052.00,16495.00,22027.00,24287.00,,,
,,Depreciation,5651.00,10946.00,14121.00,12401.00,11232.00,11201.00,11547.00,11565.00,11646.00,16706.00,20934.00,22203.00,24811.00,,,
,,Profit before tax,17869.00,28680.00,24055.00,25408.00,26217.00,28763.00,31114.00,38737.00,40034.00,49426.00,55227.00,53606.00,48282.00,,,
,,Tax %,0.16,0.15,0.20,0.22,0.20,0.22,0.24,0.23,0.25,0.27,0.28,0.26,,,,
,,Net Profit,14969.00,24503.00,19294.00,19724.00,20879.00,22493.00,23566.00,29745.00,29901.00,36075.00,39588.00,39354.00,40788.00,,,
,,EPS in Rs,22.29,35.12,27.63,28.27,30.31,32.62,34.14,43.03,43.11,53.39,58.55,58.20,62.56,,,
,,Dividend Payout %,0.12,0.09,0.12,0.13,0.13,0.12,0.12,0.10,0.11,0.10,0.10,0.10,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,1444.00,2978.00,2981.00,2979.00,2936.00,2940.00,2943.00,2948.00,2959.00,5922.00,5926.00,6339.00,6445.00,,,
,,Reserves,119813.00,138025.00,151112.00,166466.00,179094.00,195730.00,215539.00,228600.00,260746.00,287569.00,381184.00,446991.00,606977.00,,,
,,Borrowings,76257.00,64606.00,84152.00,92447.00,107219.00,138761.00,168251.00,194714.00,217475.00,239843.00,307714.00,355133.00,255241.00,,,
,,Other Liabilities +,48631.00,53837.00,69274.00,65299.00,73108.00,91412.00,117753.00,172735.00,225622.00,277939.00,302806.00,354552.00,357986.00,,,
,,Total Liabilities,246075.00,259445.00,307519.00,327191.00,362357.00,428843.00,504486.00,598997.00,706802.00,811273.00,997630.00,1163015.00,1226649.00,,,
,,Fixed Assets +,107044.00,160191.00,158100.00,138814.00,133487.00,141417.00,156458.00,184910.00,198526.00,403885.00,398374.00,532658.00,590588.00,,,
,,CWIP,73846.00,17034.00,28174.00,25363.00,49952.00,91494.00,166462.00,228697.00,324837.00,187022.00,179463.00,109106.00,66680.00,,,
,,Investments,6436.00,13112.00,21596.00,38596.00,42848.00,60602.00,76451.00,84015.00,82899.00,82862.00,235635.00,276767.00,346324.00,,,
,,Other Assets +,58750.00,69108.00,99649.00,124418.00,136070.00,135330.00,105115.00,101375.00,100540.00,137504.00,184158.00,244484.00,223057.00,,,
,,Total Assets,246075.00,259445.00,307519.00,327191.00,362357.00,428843.00,504486.00,598997.00,706802.00,811273.00,997630.00,1163015.00,1226649.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,16287.00,20494.00,33338.00,24483.00,36918.00,43261.00,34374.00,38134.00,49550.00,71459.00,42346.00,98074.00,,,,
,,Cash from Investing Activity +,-23056.00,-18212.00,-32040.00,-6301.00,-27601.00,-73070.00,-64706.00,-36186.00,-66201.00,-68192.00,-94507.00,-75694.00,,,,
,,Cash from Financing Activity +,25037.00,-11134.00,14950.00,-7590.00,408.00,13713.00,8444.00,-3210.00,8617.00,-2001.00,55906.00,-2541.00,,,,
,,Net Cash Flow,18268.00,-8851.00,16248.00,10592.00,9725.00,-16096.00,-21888.00,-1262.00,-8034.00,1266.00,3745.00,19839.00,,,,
,,,,,,,,,,,,,,,,,,
39,SBILIFE,,,,,,,,,,,,,,,,,
,pnl,,,,,,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,,,,,14870.00,17258.00,23299.00,19324.00,30548.00,34068.00,44604.00,43798.00,56022.00,,,
,,Expenses +,,,,,14443.00,16747.00,22505.00,18404.00,29479.00,32736.00,43039.00,42438.00,54648.00,,,
,,Operating Profit,,,,,427.00,511.00,794.00,920.00,1068.00,1332.00,1565.00,1359.00,1374.00,,,
,,OPM %,,,,,0.03,0.03,0.03,0.05,0.04,0.04,0.04,0.03,0.02,,,
,,Other Income,,,,,292.00,344.00,183.00,129.00,139.00,156.00,176.00,529.00,524.00,,,
,,Interest,,,,,4.00,5.00,4.00,5.00,5.00,6.00,8.00,8.00,0.00,,,
,,Depreciation,,,,,25.00,35.00,34.00,37.00,48.00,59.00,92.00,89.00,0.00,,,
,,Profit before tax,,,,,690.00,816.00,939.00,1007.00,1154.00,1422.00,1642.00,1790.00,1899.00,,,
,,Tax %,,,,,0.09,0.11,0.13,0.16,0.17,0.19,0.19,0.21,,,,
,,Net Profit,,,,,630.00,728.00,815.00,844.00,955.00,1150.00,1327.00,1422.00,1611.00,,,
,,EPS in Rs,,,,,6.30,7.28,8.15,8.44,9.55,11.50,13.27,14.22,16.12,,,
,,Dividend Payout %,,,,,0.08,0.14,0.15,0.14,0.16,0.17,0.15,0.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,,,,,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,,,,,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,1000.00,,,
,,Reserves,,,,,1736.00,2356.00,3056.00,3733.00,4552.00,5528.00,6576.00,7743.00,8663.00,,,
,,Borrowings,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
,,Other Liabilities +,,,,,50978.00,57284.00,70064.00,78696.00,96687.00,115193.00,139157.00,156837.00,182141.00,,,
,,Total Liabilities,,,,,53714.00,60640.00,74121.00,83429.00,102240.00,121720.00,146734.00,165580.00,191805.00,,,
,,Fixed Assets +,,,,,283.00,304.00,292.00,301.00,507.00,511.00,563.00,568.00,564.00,,,
,,CWIP,,,,,3.00,4.00,7.00,146.00,31.00,70.00,32.00,13.00,0.00,,,
,,Investments,,,,,50047.00,56275.00,69385.00,77843.00,95830.00,114436.00,139325.00,158813.00,184338.00,,,
,,Other Assets +,,,,,3382.00,4058.00,4437.00,5139.00,5871.00,6703.00,6814.00,6186.00,6902.00,,,
,,Total Assets,,,,,53714.00,60640.00,74121.00,83429.00,102240.00,121720.00,146734.00,165580.00,191805.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,,,,,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,,,,,1130.00,166.00,2711.00,5778.00,8525.00,10395.00,13473.00,19299.00,,,,
,,Cash from Investing Activity +,,,,,-227.00,-708.00,-178.00,-7204.00,-9032.00,-8910.00,-13552.00,-16986.00,,,,
,,Cash from Financing Activity +,,,,,-58.00,-58.00,-117.00,-144.00,-144.00,-221.00,-241.00,-198.00,,,,
,,Net Cash Flow,,,,,845.00,-600.00,2416.00,-1570.00,-651.00,1264.00,-321.00,2114.00,,,,
,,,,,,,,,,,,,,,,,,
40,SHREECEM,,,,,,,,,,,,,,,,,
,pnl,,,,,,41426.00,41791.00,42156.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,,,,,5418.00,5715.00,6259.00,5514.00,8594.00,9833.00,12555.00,12868.00,12291.00,,,
,,Expenses +,,,,,3858.00,4375.00,4947.00,4107.00,6081.00,7360.00,9759.00,9102.00,8667.00,,,
,,Operating Profit,,,,,1560.00,1339.00,1313.00,1407.00,2513.00,2473.00,2796.00,3767.00,3624.00,,,
,,OPM %,,,,,0.29,0.23,0.21,0.26,0.29,0.25,0.22,0.29,0.29,,,
,,Other Income,,,,,188.00,155.00,133.00,673.00,362.00,389.00,70.00,267.00,394.00,,,
,,Interest,,,,,193.00,129.00,121.00,76.00,129.00,135.00,248.00,291.00,285.00,,,
,,Depreciation,,,,,436.00,550.00,925.00,828.00,1215.00,899.00,1472.00,1808.00,1535.00,,,
,,Profit before tax,,,,,1119.00,815.00,401.00,1176.00,1531.00,1827.00,1146.00,1934.00,2198.00,,,
,,Tax %,,,,,0.10,0.03,-0.06,0.03,0.13,0.24,0.11,0.20,,,,
,,Net Profit,,,,,1004.00,787.00,426.00,1143.00,1339.00,1384.00,1006.00,1530.00,1702.00,,,
,,EPS in Rs,,,,,288.18,225.97,122.37,328.13,384.38,397.32,288.86,424.10,471.76,,,
,,Dividend Payout %,,,,,0.07,0.10,0.20,0.07,0.36,0.13,0.21,0.26,,,,
,,,,,,,,,,,,,,,,,,
,bs,,,,,,41426.00,41791.00,42156.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,,,,,35.00,35.00,35.00,35.00,35.00,35.00,35.00,36.00,36.00,,,
,,Reserves,,,,,3809.00,4676.00,5241.00,6811.00,7663.00,8862.00,9636.00,13133.00,13921.00,,,
,,Borrowings,,,,,1288.00,1200.00,917.00,881.00,1293.00,3403.00,2803.00,3160.00,1868.00,,,
